(1159, 1.0299732148687299e-53)
(245, 6.84183038114676e-12)
(138, 5.385472259508683e-07)
(34, 0.030903154382632643)
(25, 0.07976644307687257)
(16, 0.2058911320946491)
(12, 0.31381059609000017)
(12, 0.31381059609000017)
(14, 0.25418658283290013)
(12, 0.31381059609000017)
(12, 0.31381059609000017)
(12, 0.31381059609000017)
(13, 0.28242953648100017)
(31, 0.042391158275216244)
(24, 0.08862938119652508)
(15, 0.22876792454961012)
(17, 0.1853020188851842)
(31, 0.042391158275216244)
(44, 0.01077526366430583)
(24, 0.08862938119652508)
(342, 2.4928475428649406e-16)
(418, 8.300923972273262e-20)
(14, 0.25418658283290013)
(12, 0.31381059609000017)
(33, 0.03433683820292516)
(30, 0.04710128697246249)
(24, 0.08862938119652508)
(12, 0.31381059609000017)
(14, 0.25418658283290013)
(12, 0.31381059609000017)
(14, 0.25418658283290013)
(18, 0.16677181699666577)
(16, 0.2058911320946491)
(12, 0.31381059609000017)
(12, 0.31381059609000017)
(15, 0.22876792454961012)
(13, 0.28242953648100017)
(14, 0.25418658283290013)
(197, 1.0753054578045062e-09)
(24, 0.08862938119652508)
(17, 0.1853020188851842)
(16, 0.2058911320946491)
(212, 2.2139585805492464e-10)
(18, 0.16677181699666577)
(24, 0.08862938119652508)
(23, 0.0984770902183612)
(16, 0.2058911320946491)
(16, 0.2058911320946491)
(26, 0.07178979876918531)
(103, 2.1514733098945913e-05)
(67, 0.0009550049507968265)
(70, 0.0006961986091308866)
(16, 0.2058911320946491)
(12, 0.31381059609000017)
(12, 0.31381059609000017)
(20, 0.13508517176729928)
(12, 0.31381059609000017)
(18, 0.16677181699666577)
(13, 0.28242953648100017)
(79, 0.00026972160559060804)
(105, 1.742693381014619e-05)
(19, 0.1500946352969992)
(28, 0.05814973700304011)
(24, 0.08862938119652508)
(12, 0.31381059609000017)
(13, 0.28242953648100017)
(21, 0.12157665459056936)
(23, 0.0984770902183612)
(32, 0.03815204244769462)
(12, 0.31381059609000017)
(102, 2.390525899882879e-05)
(14, 0.25418658283290013)
(45, 0.009697737297875247)
(19, 0.1500946352969992)
(13, 0.28242953648100017)
(80, 0.00024274944503154723)
(21, 0.12157665459056936)
(27, 0.06461081889226679)
(361, 3.367467385176005e-17)
(102, 2.390525899882879e-05)
(35, 0.02781283894436938)
(55, 0.00338139191352273)
(56, 0.0030432527221704573)
(57, 0.0027389274499534117)
(38, 0.020275559590445278)
(18, 0.16677181699666577)
(45, 0.009697737297875247)
(18, 0.16677181699666577)
(14, 0.25418658283290013)
(25, 0.07976644307687257)
(20, 0.13508517176729928)
(14, 0.25418658283290013)
(26, 0.07178979876918531)
(21, 0.12157665459056936)
(39, 0.01824800363140075)
(27, 0.06461081889226679)
(28, 0.05814973700304011)
(14, 0.25418658283290013)
(16, 0.2058911320946491)
(15, 0.22876792454961012)
(783, 1.6506020553103263e-36)
(366, 1.9884558162725795e-17)
(54, 0.003757102126136367)
(247, 5.541882608728876e-12)
(87, 0.00011610630703530947)
(200, 7.838976787394851e-10)
(29, 0.0523347633027361)
(77, 0.00033298963653161486)
(34, 0.030903154382632643)
(37, 0.0225283995449392)
(16, 0.2058911320946491)
(16, 0.2058911320946491)
(20, 0.13508517176729928)
(19, 0.1500946352969992)
(30, 0.04710128697246249)
(41, 0.014780882941434608)
(16, 0.2058911320946491)
(29, 0.0523347633027361)
(39, 0.01824800363140075)
(15, 0.22876792454961012)
(39, 0.01824800363140075)
(12, 0.31381059609000017)
(15, 0.22876792454961012)
(25, 0.07976644307687257)
(47, 0.00785516721127895)
(30, 0.04710128697246249)
(13, 0.28242953648100017)
(23, 0.0984770902183612)
(24, 0.08862938119652508)
(24, 0.08862938119652508)
(39, 0.01824800363140075)
(50, 0.005726416897022355)
(34, 0.030903154382632643)
(34, 0.030903154382632643)
(14, 0.25418658283290013)
(29, 0.0523347633027361)
(61, 0.0017970102999144335)
(18, 0.16677181699666577)
(24, 0.08862938119652508)
(24, 0.08862938119652508)
(14, 0.25418658283290013)
(18, 0.16677181699666577)
(19, 0.1500946352969992)
(14, 0.25418658283290013)
(19, 0.1500946352969992)
(14, 0.25418658283290013)
(15, 0.22876792454961012)
